locus_tag,ob,origin?,gene_name,function,logFC,cutoff,logCPM,PValue,q.value,sig
BW25113_0273,217,no,argF,"ornithine carbamoyltransferase 2, chain F; CP4-6 prophage",-0.183804511,no,7.81239502,0.283350885,0.576314433,no
BW25113_0276,218,no,yagJ,pseudogene,-0.225085008,no,8.339371349,0.159703245,0.418473744,no
BW25113_0277,219,no,yagK,CP4-6 prophage; conserved protein,-0.367967035,no,9.618919816,0.005637201,0.031658781,yes
BW25113_0278,220,no,yagL,CP4-6 prophage; DNA-binding protein,-0.23866856,no,6.719470261,0.356444574,0.652012473,no
BW25113_0279,221,no,yagM,CP4-6 prophage; uncharacterized protein,-0.470383994,no,3.040204173,0.526568501,0.773872969,no
BW25113_0280,222,no,yagN,CP4-6 prophage; uncharacterized protein,-0.479768944,no,7.265829784,0.090230143,0.287796712,no
BW25113_0281,223,no,intF,CP4-6 prophage; putative phage integrase,-0.34989183,no,8.464144145,0.02368656,0.103628699,no
BW25113_4694,224,no,yagP,pseudogene,-0.171962182,no,6.005135417,0.603299232,0.824018463,no
BW25113_4695,225,no,ykgT,pseudogene,-0.261676583,no,4.211355616,0.726750299,0.893900588,no
BW25113_0283,226,no,paoD,moco insertion factor for PaoABC aldehyde oxidoreductase,-0.33989808,no,7.743029504,0.049273879,0.184306877,no
BW25113_0284,227,no,paoC,"PaoABC aldehyde oxidoreductase, Moco-containing subunit",-0.265053507,no,8.742847424,0.09392339,0.294543751,no
BW25113_0285,228,no,paoB,"PaoABC aldehyde oxidoreductase, FAD-containing subunit",0.012754722,no,8.076072519,0.953176948,0.990051308,no
BW25113_0286,229,no,paoA,"PaoABC aldehyde oxidoreductase, 2Fe-2S subunit",-0.384696394,no,7.712948756,0.038202502,0.150355229,no
BW25113_0287,230,no,yagU,DUF1440 family inner membrane protein,-0.172563115,no,9.453328555,0.15326214,0.405663463,no
BW25113_0288,231,no,ykgJ,UPF0153 cysteine cluster protein,-0.251797456,no,8.824680246,0.091130145,0.289255196,no
BW25113_0289,232,no,ecpE,ECP production pilus chaperone,-0.075419566,no,7.654474478,0.672878862,0.865666275,no
BW25113_0290,233,no,ecpD,polymerized tip adhesin of ECP fibers,-0.299633383,no,8.59854891,0.025776339,0.110705111,no
BW25113_0291,234,no,ecpC,ECP production outer membrane protein,0.01821343,no,9.437438961,0.87955853,0.963631847,no
BW25113_0292,235,no,ecpB,ECP production pilus chaperone,0.04966393,no,7.094332877,0.844088825,0.94564967,no
BW25113_0293,236,no,ecpA,ECP pilin,-0.217507403,no,7.937856165,0.201672756,0.479416133,no
BW25113_0294,237,no,ecpR,putative transcriptional regulator for the ecp operon,-0.076530954,no,5.467619418,0.865867296,0.956958947,no
BW25113_0295,238,no,ykgL,uncharacterized protein,-0.313096252,no,6.312496985,0.262332583,0.553170374,no
BW25113_4506,239,no,ykgO,RpmJ-like protein,0.17235937,no,6.608120856,0.516977651,0.767040041,no
BW25113_0296,240,no,ykgM,50S ribosomal protein L31 type B; alternative L31 utilized during zinc limitation,-0.119065695,no,7.131527171,0.571198808,0.801969673,no
BW25113_4630,241,no,ykgP,pseudogene,0.297979164,no,4.537960501,0.542351618,0.786332677,no
BW25113_0297,242,no,eaeH,pseudogene,0.061752068,no,7.550780695,0.738130443,0.898676782,no
BW25113_0300,243,no,ykgA,pseudogene,-0.065899833,no,5.170547615,0.908939681,0.970120092,no
BW25113_4631,244,no,ykgQ,pseudogene,-0.137840752,no,5.682232777,0.77175936,0.911762713,no
BW25113_0301,245,no,rclC,reactive chlorine species (RCS) stress resistance inner membrane protein,-0.485176424,no,7.730135098,0.015053136,0.07143861,no
BW25113_0303,246,no,rclB,reactive chlorine species (RCS) stress resistance periplasmic protein,-6.646006338,yes,1.911312418,2.06E-05,0.000166231,yes
BW25113_0304,247,no,rclA,reactive chlorine stress species (RCS) resistance protein; pyridine nucleotide-dependent disulfide oxidoreductase family,-0.122254145,no,9.962090979,0.321463159,0.61741087,no
BW25113_0305,248,no,rclR,reactive chlorine species (RCS)-specific activator of the rcl genes,-0.025867133,no,9.184835184,0.836436394,0.941597677,no
BW25113_0306,249,no,ykgE,cysteine-rich LutA family protein; putative electron transport chain YkgEFG component,0.013172421,no,8.791310094,0.930878678,0.982978541,no
BW25113_0307,250,no,ykgF,ferridoxin-like LutB family protein; putative electron transport chain YkgEFG component,0.16735552,no,8.243641424,0.272657035,0.562460234,no
BW25113_0308,251,no,ykgG,LutC family protein; putative electron transport chain YkgEFG component,-0.092659221,no,7.379963439,0.656206407,0.856871791,no
BW25113_0311,252,no,betA,"choline dehydrogenase, a flavoprotein",0.066127671,no,8.367696833,0.654599935,0.856838658,no
BW25113_0312,253,no,betB,"betaine aldehyde dehydrogenase, NAD-dependent",0.234858127,no,7.947434109,0.150485944,0.401842576,no
BW25113_0313,254,no,betI,choline-inducible betIBA-betT divergent operon transcriptional repressor,0.202764482,no,6.676578547,0.44288108,0.718868885,no
BW25113_0314,255,no,betT,choline transporter of high affinity,-0.370146291,no,8.286141624,0.01033196,0.052942852,no
BW25113_0315,256,no,yahA,c-di-GMP-specific phosphodiesterase,-0.077398264,no,10.55709042,0.496189183,0.752994718,no
BW25113_0316,257,no,yahB,putative DNA-bindng transcriptional regulator,-0.075664502,no,9.011837989,0.548485207,0.789013582,no
BW25113_0317,258,no,yahC,putative inner membrane protein,-0.025712216,no,7.256799567,0.904607167,0.96852186,no
BW25113_0318,259,no,yahD,ankyrin repeat protein,-0.247475251,no,7.037053701,0.266178352,0.555305556,no
BW25113_0319,260,no,yahE,DUF2877 family protein,-0.198076239,no,7.374346574,0.312738778,0.610312655,no
BW25113_0320,261,no,yahF,putative NAD(P)-binding succinyl-CoA synthase,-0.130969428,no,7.959613936,0.420722214,0.702398244,no
BW25113_0321,262,no,yahG,DUF1116 family protein,-0.007491537,no,8.161335043,0.978132429,0.999532889,no
BW25113_0323,263,no,yahI,carbamate kinase-like protein,-0.07424972,no,7.182424916,0.743483975,0.900357485,no
BW25113_0324,264,no,yahJ,putative metallo-dependent hydrolase domain deaminase,0.024312765,no,8.05044501,0.886208863,0.963631847,no
BW25113_0325,265,no,yahK,"aldehyde reductase, NADPH-dependent, Zn-containing, broad specificity",-0.167313013,no,8.539213585,0.239611991,0.524349391,no
BW25113_0326,266,no,yahL,uncharacterized protein,-0.872624396,no,4.580823296,0.066417824,0.231429217,no
BW25113_0327,267,no,yahM,uncharacterized protein,-0.052814527,no,7.247412486,0.802238206,0.9260229,no
BW25113_0328,268,no,yahN,"amino acid exporter for proline, lysine, glutamate, homoserine",-0.169065026,no,9.235523803,0.183510385,0.453569173,no
BW25113_0329,269,no,yahO,"periplasmic protein, function unknown, YhcN family",0.321138256,no,7.594185102,0.090436509,0.28822042,no
BW25113_0330,270,no,prpR,propionate catabolism operon regulatory protein,-0.114828351,no,8.279541914,0.429101066,0.709138355,no
BW25113_0331,271,no,prpB,2-methylisocitrate lyase,0.056070915,no,7.401385742,0.782831597,0.917797824,no
BW25113_0333,272,no,prpC,2-methylcitrate synthase,-0.394150764,no,7.26711197,0.049218746,0.18427649,no
BW25113_0334,273,no,prpD,2-methylcitrate dehydratase,0.122276145,no,8.03855961,0.447479085,0.722453876,no
BW25113_0335,274,no,prpE,propionate--CoA ligase,-0.059622772,no,8.388108805,0.701410818,0.88255292,no
BW25113_0336,275,no,codB,cytosine transporter,-0.13035121,no,7.543858879,0.497263282,0.753225251,no
BW25113_0337,276,no,codA,cytosine/isoguanine deaminase,-0.161689294,no,8.166736676,0.299191965,0.594140071,no
BW25113_0338,277,no,cynR,transcriptional activator of cyn operon; autorepressor,-0.403039907,no,6.757897432,0.108653802,0.324287656,no
BW25113_0339,278,no,cynT,carbonic anhydrase,0.002619994,no,6.768978874,1,1,no
BW25113_0340,279,no,cynS,cyanate aminohydrolase,-0.634076988,no,5.872787461,0.081485879,0.269102481,no
BW25113_0341,280,no,cynX,putative cyanate transporter,-0.216742838,no,8.018742515,0.182302117,0.451995637,no
BW25113_0342,281,no,lacA,thiogalactoside acetyltransferase,-0.366489203,no,9.153749473,0.016455491,0.077067532,no
BW25113_0343,282,no,lacY,lactose permease,-0.339704544,no,8.968082863,0.012030368,0.060228664,no
BW25113_0344,283,no,lacZ,pseudogene,-0.275320419,no,8.338731368,0.061433142,0.218726535,no
BW25113_0345,284,no,lacI,DNA-binding transcriptional repressor,0.008480511,no,7.647255525,0.968971277,0.996685229,no
BW25113_0346,285,no,mhpR,mhp operon transcriptional activator,-0.026111313,no,7.530529773,0.899900772,0.966433979,no
BW25113_0347,286,no,mhpA,3-(3-hydroxyphenyl)propionate hydroxylase,-0.281341091,no,8.301405706,0.06066127,0.216765887,no
BW25113_0348,287,no,mhpB,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase",-0.332215633,no,7.324820106,0.091331601,0.289660094,no
BW25113_0349,288,no,mhpC,pseudogene,-0.392456718,no,6.544740916,0.15226151,0.405220871,no
BW25113_0350,289,no,mhpD,2-keto-4-pentenoate hydratase,-0.320863136,no,7.455831539,0.141939582,0.387737396,no
BW25113_0351,290,no,mhpF,"acetaldehyde-CoA dehydrogenase II, NAD-binding",0.077166691,no,7.605832773,0.682824008,0.871879515,no
BW25113_0352,291,no,mhpE,"4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I",0.178478629,no,7.090980161,0.410425581,0.694076048,no
BW25113_0353,292,no,mhpT,3-hydroxyphenylpropionic transporter,-0.188180976,no,7.550173622,0.353620739,0.6489669,no
BW25113_0354,293,no,yaiL,DUF2058 family protein,-0.25367659,no,7.721661204,0.169424954,0.432950339,no
BW25113_0355,294,no,frmB,S-formylglutathione hydrolase,-0.125218755,no,7.551016256,0.535882692,0.780434854,no
BW25113_0356,295,no,frmA,alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase,0.000147345,no,7.923965958,1,1,no
BW25113_0357,296,no,frmR,regulator protein that represses frmRAB operon,-0.38880567,no,5.806194497,0.253857467,0.54230042,no
BW25113_0358,297,no,yaiO,outer membrane protein,0.128830671,no,9.146695174,0.35127053,0.647199016,no
BW25113_4579,298,no,yaiX,pseudogene,-0.034784138,no,6.949658248,0.900202611,0.966433979,no
BW25113_0363,299,no,yaiP,putative family 2 glycosyltransferase,-0.28923656,no,9.460446644,0.016890555,0.078542081,no
BW25113_0364,300,no,yaiS,putative PIG-L family deacetylase,0.574059138,no,5.581015634,0.161237957,0.421368528,no
BW25113_0365,301,no,tauA,taurine transporter subunit,-0.153305286,no,7.74561411,0.423892162,0.704970646,no
BW25113_0366,302,no,tauB,taurine transporter subunit,0.42666922,no,7.336730372,0.07589391,0.255587737,no
BW25113_0367,303,no,tauC,taurine transporter subunit,-0.257818596,no,6.985097445,0.284703355,0.576636788,no
BW25113_0368,304,no,tauD,"taurine dioxygenase, 2-oxoglutarate-dependent",0.072475434,no,7.093565955,0.785840453,0.919535013,no
BW25113_0369,305,no,hemB,5-aminolevulinate dehydratase (porphobilinogen synthase),-0.31397057,no,3.476710257,0.631353115,0.843587729,no
BW25113_4580,306,no,yaiT,pseudogene,-0.071088708,no,10.75563748,0.546311834,0.787911106,no
BW25113_0375,307,no,yaiV,putative transcriptional regulator,0.215136205,no,6.320508505,0.431866306,0.709670241,no
BW25113_0376,308,no,ampH,D-alanyl-D-alanine-carboxypeptidase/endopeptidase; penicillin-binding protein; weak beta-lactamase,-0.088104548,no,8.90945701,0.502343146,0.757961945,no
BW25113_0377,309,no,sbmA,microcin B17 transporter,0.111177505,no,7.820655738,0.516411614,0.767040041,no
BW25113_0378,310,no,yaiW,putative lipoprotein,-0.388366853,no,7.618042796,0.055001193,0.200190043,no
BW25113_0379,311,no,yaiY,DUF2755 family inner membrane protein,-0.117709287,no,5.289650681,0.781649242,0.916835736,no
BW25113_0380,312,no,yaiZ,DUF2754 family putative inner membrane protein,0.274000426,no,6.595171069,0.322144522,0.617811412,no
BW25113_0381,313,no,ddlA,D-alanine-D-alanine ligase A,-0.162008463,no,7.596302348,0.369724222,0.664766563,no
BW25113_0382,314,no,iraP,"anti-RssB factor, RpoS stabilzer during Pi starvation; anti-adapter protein",-0.200103995,no,8.410763098,0.157495864,0.41462981,no
BW25113_0383,315,no,phoA,bacterial alkaline phosphatase,-0.002474684,no,9.369135476,0.984444177,1,no
BW25113_0384,316,no,psiF,PsiF family protein,0.466467568,no,5.550804218,0.312312761,0.610312655,no
BW25113_0385,317,no,yaiC,"diguanylate cyclase, cellulose regualtor",-0.047237037,no,7.809189684,0.781034135,0.916662817,no
BW25113_0386,318,no,proC,"pyrroline-5-carboxylate reductase, NAD(P)-binding",-0.263156328,no,6.599696494,0.316538466,0.613665077,no
BW25113_0387,319,no,yaiI,UPF0178 family protein,-0.309542342,no,6.522024063,0.25623855,0.546493534,no
BW25113_0388,320,no,aroL,shikimate kinase II,-0.296228605,no,6.630198212,0.238516507,0.523817149,no
BW25113_0389,321,no,yaiA,OxyR-regulated conserved protein,0.572047046,no,5.843265559,0.119458577,0.34553705,no
BW25113_0390,322,no,aroM,AroM family protein,0.100456406,no,7.299448346,0.625499417,0.839833879,no
BW25113_0391,323,no,yaiE,UPF0345 family protein,-0.207875915,no,8.027078331,0.264504781,0.554173567,no
BW25113_0392,324,no,ykiA,pseudogene,-0.065085395,no,8.992212073,0.617360571,0.833926064,no
BW25113_0393,325,no,rdgC,nucleoid-associated ssDNA and dsDNA binding protein; competitive inhibitor of RecA function,0.100785033,no,7.698876788,0.578538041,0.805068971,no
BW25113_0394,326,no,mak,manno(fructo)kinase,0.056783171,no,7.70210778,0.769723172,0.91067998,no
BW25113_0396,327,no,araJ,"arabinose-inducible putative transporter, MFS family",0.049515634,no,9.7586354,0.71527537,0.890403128,no
BW25113_0397,328,no,sbcC,"exonuclease, dsDNA, ATP-dependent",0.017939672,no,8.966115054,0.887664532,0.963631847,no
BW25113_0398,329,no,sbcD,"exonuclease, dsDNA, ATP-dependent",-0.556021449,no,7.766371311,0.005417444,0.03051204,yes
BW25113_0399,330,no,phoB,response regulator in two-component regulatory system with PhoR (or CreC),-0.06941457,no,7.22961074,0.745447886,0.900680236,no
BW25113_0400,331,no,phoR,sensory histidine kinase in two-component regulatory system with PhoB,0.413294055,no,7.668761156,0.02012007,0.090814776,no
BW25113_0401,332,no,brnQ,"branched-chain amino acid transport system 2 carrier protein; LIV-II transport system for Ile, Leu, and Val",0.031017294,no,8.406209462,0.835468093,0.941597677,no
BW25113_0402,333,no,proY,proline-specific permease,0.003549195,no,8.505003732,0.981935573,1,no
BW25113_0403,334,no,malZ,maltodextrin glucosidase,0.15197741,no,8.186727851,0.358663511,0.653935331,no
BW25113_0404,335,no,acpH,acyl carrier protein (ACP) phosphodiesterase; ACP hydrolyase,-0.025072667,no,6.222360956,0.933950012,0.983633543,no
BW25113_0405,336,no,queA,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,0.203532059,no,7.323892472,0.370976337,0.664766563,no
BW25113_0406,337,no,tgt,tRNA-guanine transglycosylase,0.45187697,no,7.784155348,0.014331558,0.068679348,no
BW25113_0407,338,no,yajC,SecYEG protein translocase auxillary subunit,0.419476755,no,3.134513782,0.51935089,0.768827602,no
BW25113_0410,339,no,yajD,HNH nuclease family protein,-0.428757269,no,5.781205207,0.23909672,0.52419415,no
BW25113_0411,340,no,tsx,"nucleoside channel, receptor of phage T6 and colicin K",-0.593696152,no,6.99298944,0.012654092,0.062082656,no
BW25113_0412,341,no,yajI,putative lipoprotein,-0.530775593,no,6.773045219,0.027687531,0.116579079,no
BW25113_0413,342,no,nrdR,Nrd regulon repressor,0.08405387,no,4.547093305,0.889411085,0.963631847,no
BW25113_0414,343,no,ribD,fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase,0.565207125,no,3.945135639,0.266373521,0.555413888,no
BW25113_0417,344,no,thiL,thiamine monophosphate kinase,1.733260741,yes,4.598608974,0.000271994,0.001938573,yes
BW25113_0418,345,no,pgpA,phosphatidylglycerophosphatase A,-0.540728851,no,5.188555355,0.370798618,0.664766563,no
BW25113_0419,346,no,yajO,2-carboxybenzaldehyde reductase,-0.547273157,no,7.111946905,0.011909901,0.059931721,no
BW25113_0422,347,no,xseB,exonuclease VII small subunit,-1.190255786,yes,3.683588951,0.06233834,0.220435651,no
BW25113_0423,348,no,thiI,tRNA s(4)U8 sulfurtransferase,-0.299700863,no,6.885190671,0.194093283,0.467063026,no
BW25113_0424,349,no,yajL,oxidative-stress-resistance chaperone,-0.933655788,no,5.581777409,0.012556319,0.061835137,no
BW25113_0425,350,no,panE,"2-dehydropantoate reductase, NADPH-specific",-0.236804087,no,7.071257396,0.38726981,0.676915548,no
BW25113_0426,351,no,yajQ,"phage Phi6 host factor, ATP/GTP binding protein",0.138953836,no,5.176994164,0.766168971,0.910406144,no
BW25113_0427,352,no,yajR,putative transporter,-0.103260615,no,6.590677676,0.696393833,0.880035445,no
BW25113_0428,353,no,cyoE,protoheme IX farnesyltransferase,-0.381046746,no,6.303826171,0.168103091,0.43125924,no
BW25113_0429,354,no,cyoD,cytochrome o ubiquinol oxidase subunit IV,0.549452073,no,5.494407857,0.147466596,0.396480833,no
BW25113_0430,355,no,cyoC,cytochrome o ubiquinol oxidase subunit III,-0.971972916,no,5.598092699,0.015431972,0.072708332,no
BW25113_0431,356,no,cyoB,cytochrome o ubiquinol oxidase subunit I,-0.010253818,no,7.594480616,0.975656972,0.998827172,no
BW25113_0432,357,no,cyoA,cytochrome o ubiquinol oxidase subunit II,-0.236542656,no,7.049300818,0.32573975,0.620155329,no
BW25113_0433,358,no,ampG,muropeptide transporter,-0.009428676,no,8.291710832,0.972193013,0.998276058,no
BW25113_0434,359,no,yajG,putative lipoprotein,-0.182400984,no,7.291984698,0.377610612,0.670097899,no
BW25113_0435,360,no,bolA,"stationary-phase morphogene, transcriptional repressor for mreB; also regulator for dacA, dacC, and ampC",-0.419310876,no,6.639001807,0.099373663,0.306486827,no
BW25113_0436,361,no,tig,peptidyl-prolyl cis/trans isomerase (trigger factor),-0.00156499,no,7.663881476,1,1,no
BW25113_0437,362,no,clpP,proteolytic subunit of ClpA-ClpP and ClpX-ClpP ATP-dependent serine proteases,-0.093277895,no,4.755736594,0.870924116,0.960826838,no
BW25113_0438,363,no,clpX,ATPase and specificity subunit of ClpX-ClpP ATP-dependent serine protease,0.566796564,no,6.686250211,0.028098183,0.11767615,no
BW25113_0439,364,no,lon,DNA-binding ATP-dependent protease La,3.755070743,yes,8.837893504,5.94E-127,1.29E-124,yes
BW25113_0440,365,no,hupB,"HU, DNA-binding transcriptional regulator, beta subunit",-0.992487807,no,5.922811981,0.003114351,0.018667059,yes
BW25113_0441,366,no,ppiD,"periplasmic folding chaperone, has an inactive PPIase domain",-0.167514358,no,8.236741805,0.256713542,0.547110577,no
BW25113_0442,367,no,ybaV,putative competence-suppressing periplasmic helix-hairpin-helix DNA-binding protein,-0.500756002,no,6.984291705,0.038020218,0.149938887,no
BW25113_0443,368,no,fadM,long-chain acyl-CoA thioesterase III,-1.129236495,yes,5.275195302,0.01231674,0.061038713,no
BW25113_0444,369,no,queC,7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis,-0.477085596,no,6.532074951,0.069467247,0.238869831,no
BW25113_0445,370,no,ybaE,putative ABC superfamily transporter periplasmic-binding protein,-0.22531955,no,8.052010033,0.227109002,0.510474363,no
